ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x24b25,CUS_0x2ad4,April,Matt Scuffhamf,35,798-47-7765,Teacher,11038.375,776.8645833333335,7,6,10,1,Student Loan,16,12,3.94,2.0,Standard,432.06,29.107534739822768,21 Years and 7 Months,No,4.713183571733377,__10000__,Low_spent_Small_value_payments,289.5040841013439,Poor
0x108e0,CUS_0x9633,March,Ramakrishnanr,36,693-09-9868,Entrepreneur,56274.24000000001,4518.52,10,6,26,4,"Debt Consolidation Loan, Not Specified, Mortgage Loan, and Debt Consolidation Loan",49,15,16.82,9.0,_,1611.31,36.60143163622961,10 Years and 10 Months,Yes,152.83451809811672,425.5811302079985,Low_spent_Small_value_payments,163.43635169388492,Poor
0xa687,CUS_0x9bbd,February,Hendrik Sackmannb,50,217-52-9489,Media_Manager,107761.29,9047.1075,4,5,9,0,,7,16,13.56,1.0,Standard,34.09,27.44761009211367,17 Years and 2 Months,Yes,0.0,817.2041847635173,Low_spent_Small_value_payments,377.5065652364826,Standard
0x9342,CUS_0x31ac,January,,22,599-00-4004,Mechanic,20929.34_,1838.111666666667,7,6,10,3,"Mortgage Loan, Personal Loan, and Mortgage Loan",13,8,3.28,8.0,Standard,695.45,25.56256668805398,13 Years and 10 Months,Yes,45.44267175263864,94.42857800961387,Low_spent_Small_value_payments,333.9399169044142,Standard
0x1830c,CUS_0x98f6,July,Gellerz,31,232-79-5393,Scientist,135200.12,11437.676666666664,3,5,1,0,,13,8,2.78,2.0,Good,861.39,32.07178687850309,,No,0.0,1112.5411475983333,Low_spent_Medium_value_payments,311.22651906833335,Poor
0x179e9,CUS_0xc571,August,Koh Guid,29,011-73-0967,Developer,79494.4,6501.533333333333,4,3,22,5_,"Personal Loan, Student Loan, Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",8,10,10.92,12.0,_,2307.13,37.09115320710573,18 Years and 0 Months,Yes,268.45940163869653,__10000__,!@9#%8,576.4176050682372,Standard
0xf46e,CUS_0xb8eb,January,David Ingramr,31,818-38-8989,Developer,45243.21,3855.2675,7,7,21,3,"Not Specified, Mortgage Loan, and Student Loan",61,,0.9,6.0,Bad,2482.56,30.730270102620267,13 Years and 1 Months,Yes,89.29681595547069,121.15702835106389,High_spent_Medium_value_payments,425.0729056934654,Poor
0x1e85e,CUS_0x7594,January,Langeo,14,755-53-3944,Engineer,21642.16,2048.5133333333333,8,7,16,3,"Student Loan, Payday Loan, and Payday Loan",24,20,5.289999999999999,6.0,Standard,1058.31,33.27493105401293,13 Years and 4 Months,Yes,33.058791634853925,217.196695554786,Low_spent_Small_value_payments,244.59584614369342,Standard
0x10225,CUS_0xb3b,August,ra Alperv,20,763-19-2217,Writer,38714.36,3222.1966666666667,6,8,25,6,"Student Loan, Payday Loan, Student Loan, Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",22,15,6.58,8.0,Bad,3370.74,27.78692653759968,,NM,105.58040997001363,140.0504989215357,High_spent_Small_value_payments,336.5887577751173,Poor
0x5ef3,CUS_0x37be,February,,22,137-14-1045,Writer,87888.72,7253.06,5,3,11,0,,18,10,11.91,1.0,Standard,135.76,34.41266506430918,30 Years and 4 Months,Yes,0.0,299.874037088682,High_spent_Medium_value_payments,675.4319629113181,Standard
0x67a5,CUS_0x4bb,August,Lynchu,29,620-77-4360,Scientist,10401.21,657.7674999999998,9,10,22,2,"Auto Loan, and Debt Consolidation Loan",49,16,0.71,15.0,Bad,2106.7,36.60068852587203,7 Years and 11 Months,Yes,14574.0,64.40848424709874,Low_spent_Medium_value_payments,266.68897452677425,Standard
0x24b3a,CUS_0x8fee,January,Yukhananovs,52_,317-51-1283,Doctor,37201.06,3037.088333333333,0,5,2,2,"Payday Loan, and Student Loan",4,,2.99,4.0,_,518.13,27.50428578501034,27 Years and 1 Months,No,37.22039256123109,77.77263735630879,High_spent_Small_value_payments,448.7158034157934,Standard
0x25b8a,CUS_0x7701,January,Klaymanv,52,369-38-9871,Entrepreneur,48115.6,4287.633333333333,8,5,12,2,"Mortgage Loan, and Debt Consolidation Loan",27,16,2.19,4.0,Good,454.94,28.68064597270565,24 Years and 11 Months,No,45.392163488128325,133.9414831961516,High_spent_Medium_value_payments,499.4296866490533,Good
0x9cb4,CUS_0x7e70,July,Jonathan Cablem,39,835-38-9326,Writer,34763.33,,7,5,8,2,"Mortgage Loan, and Mortgage Loan",15,17_,7.5,5.0,Standard,856.97,37.985373533603976,18 Years and 7 Months,Yes,44.582357647961295,111.929861519181,High_spent_Medium_value_payments,384.2821974995244,Standard
0x20151,CUS_0x8141,April,Clarar,20,117-80-3557,Mechanic,79147.2,6632.599999999999,7,8,31,9,"Not Specified, Auto Loan, Personal Loan, Not Specified, Not Specified, Not Specified, Credit-Builder Loan, Auto Loan, and Payday Loan",45,25_,9.28,7.0,Bad,2538.25,22.185218455987982,19 Years and 8 Months,Yes,452.6894514684216,626.3928073747305,Low_spent_Small_value_payments,,Poor
0x1dcf2,CUS_0x9381,May,Wohlo,34,609-67-9303,Engineer,32296.78,2655.398333333333,7,9,17,7,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, and Auto Loan",32,,11.16,9.0,Standard,2156.15,27.29478542472408,13 Years and 6 Months,NM,118.4394645173125,,High_spent_Medium_value_payments,353.7697781818025,Poor
0x97e9,CUS_0x54a3,April,,18,225-90-9918,Teacher,39039.8,,10,6,29,8,"Mortgage Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Personal Loan, Auto Loan, Personal Loan, and Auto Loan",21,23,7.33,9.0,Bad,1913.06,33.14062968466384,15 Years and 4 Months,Yes,130.45662000899205,225.87159670893215,High_spent_Small_value_payments,243.4034499487425,Standard
0x12729,CUS_0x8800,April,Kate Holtonp,-500,154-71-8470,Scientist,15815.22,1241.935,6,10,19,5,"Auto Loan, Student Loan, Personal Loan, Payday Loan, and Home Equity Loan",18,20,4.89,9.0,Bad,2344.37,39.348203572856725,13 Years and 11 Months,NM,63.78234222479476,88.32754716980062,Low_spent_Medium_value_payments,252.08361060540457,Standard
0x661f,CUS_0x176b,February,Mike Dolanj,24,917-47-6490,Journalist,44640.32,3792.026666666666,3,6,1,4,"Not Specified, Personal Loan, Not Specified, and Not Specified",4,,10.19,2.0,Good,700.43,36.60774433855549,18 Years and 10 Months,No,123.47626438268856,211.13530226742816,High_spent_Small_value_payments,304.59110001654994,Good
0x15c80,CUS_0xb83d,March,Caroline Valetkevitchl,31,583-60-0474,Engineer,26690.13,2326.1775,6,7,15,7,"Student Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Auto Loan, and Personal Loan",6,12,10.91,5.0,Standard,661.26,30.972725118161755,12 Years and 11 Months,Yes,150.2627869589389,240.24425144243594,Low_spent_Medium_value_payments,122.1107115986252,Standard
0x1f501,CUS_0xb745,August,Alister Bulll,40,230-68-7913,Developer,60515.32_,5148.943333333334,7,6,5,1,Credit-Builder Loan,12,8,3.35,7.0,Good,1357.57,29.844044422287173,29 Years and 11 Months,NM,34.489544685295726,662.8932766917217,Low_spent_Small_value_payments,107.51151195631608,Good
0x470c,CUS_0x830e,March,Lisaf,42,864-43-4445,Lawyer,107451.03_,9204.2525,0,5,11,1,Payday Loan,3,8,10.34,1.0,_,671.46,26.214802379882173,26 Years and 9 Months,No,68.48670349412913,453.67856459285184,Low_spent_Large_value_payments,668.2599819130191,Standard
0x5af9,CUS_0x990e,April,Groverp,21,438-34-4439,Accountant,35260.69_,,0,6,5,4,"Debt Consolidation Loan, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",1,0,5.84,2.0,_,51.5,28.82421944342557,29 Years and 6 Months,No,91.4291217839192,108.94659076201614,Low_spent_Large_value_payments,353.56337078739807,Standard
0xce9f,CUS_0x6709,June,Arunaz,53,373-51-1419,Entrepreneur,94369.64,8164.136666666666,4,7,19,4,"Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",22,19_,-3.01,0.0,Standard,464.88,33.77909246575894,23 Years and 10 Months,Yes,210.70934071526472,88.77833099682694,High_spent_Medium_value_payments,766.925994954575,Standard
0xf5da,CUS_0x864e,May,Kumarh,32,345-95-5018,Media_Manager,28806.44,2361.5366666666664,4,3,6,5,"Personal Loan, Mortgage Loan, Debt Consolidation Loan, Student Loan, and Payday Loan",28,19,12.26,8.0,Standard,332.57,38.54346073673408,13 Years and 0 Months,Yes,112.63504847496884,74.77115522794082,High_spent_Medium_value_payments,298.747462963757,Standard
0x1610c,CUS_0xc03f,March,Miyoungt,17,190-20-8188,Writer,126578.8,10817.233333333334,3,6,6,-100,"Payday Loan, Payday Loan, Auto Loan, and Home Equity Loan",7,15,18.57,7.0,_,1156.17,30.434717392010946,18 Years and 7 Months,Yes,328.65880256975163,577.3321941970543,High_spent_Small_value_payments,435.7323365665274,Standard
0x17205,CUS_0xa8e6,April,Whitec,31,942-87-2547,Engineer,28562.06,2610.1716666666666,9,5,32,9,"Credit-Builder Loan, Home Equity Loan, Not Specified, Auto Loan, Student Loan, Debt Consolidation Loan, Not Specified, Payday Loan, and Credit-Builder Loan",52,,27.99,13.0,_,3623.97,31.752688236346827,9 Years and 10 Months,Yes,200.70564981758943,223.99483975735038,!@9#%8,126.31667709172686,Standard
0x1ccda,CUS_0x205c,January,Sveaf,32,#F%$D@*&8,Lawyer,28836.83,2269.0691666666667,7,4,16,0,,19,13,12.71,4.0,Standard,667.56,28.66871045937554,,Yes,0.0,80.87876951746296,Low_spent_Small_value_payments,436.02814714920373,Standard
0x14fe6,CUS_0x26f8,May,Luciana Lopezi,25,745-83-5485,Engineer,29374.77,2377.8975,1630,7,6,2,"Student Loan, and Payday Loan",18,13,21.65,7.0,Standard,1189.37,25.789143524687265,20 Years and 0 Months,Yes,40.26407406013254,22.234178132415924,High_spent_Large_value_payments,415.2914978074516,Standard
0x167fb,CUS_0xbfa9,February,Jani,36,178-06-3359,Doctor,14759.68,1021.9733333333336,10,10,23,3,"Student Loan, Auto Loan, and Home Equity Loan",36,17,6.65,8.0,_,1699.39,28.47865016308253,10 Years and 8 Months,Yes,35.979663836929475,49.80268608405532,Low_spent_Small_value_payments,306.41498341234853,Poor
0x23151,CUS_0xa423,April,Chikafumi Hodot,56,903-45-7906,Manager,65586.32,5202.5266666666685,1,3,12,4,"Credit-Builder Loan, Not Specified, Mortgage Loan, and Payday Loan",8,9,0.86,4.0,Good,1434.88,34.89227846316616,31 Years and 11 Months,No,120.06420507990389,213.76168138188058,High_spent_Medium_value_payments,436.4267802048823,Good
0x24f47,CUS_0x16ee,June,Tom Berginw,-500,538-37-5854,Developer,115476.12,,1,7,5,0,,2,10,9.58,0.0,_,162.9,38.62940653611406,31 Years and 6 Months,No,0.0,548.0060490961429,Low_spent_Large_value_payments,707.0949509038572,Poor
0x1f3eb,CUS_0x17e8,June,Koh Guii,35,092-76-3178,Mechanic,102885.75,8543.8125,1,6,1,2,"Personal Loan, and Student Loan",4,10,1.96,2.0,Good,624.01,36.41357126252412,25 Years and 1 Months,No,155.2421980415278,302.3451591539938,High_spent_Medium_value_payments,646.7938928044783,Good
0x1845d,CUS_0xbcbe,August,Kirstin Ridleyx,47,152-41-0084,Lawyer,17228.775,1460.73125,4,3,20,-100,,28,21,16.53,4.0,Standard,862.64,34.107142507882344,,Yes,0.0,154.08666474923402,Low_spent_Small_value_payments,281.986460250766,Standard
0x1d647,CUS_0xc1f0,February,Yokoj,30,653-55-5390,Manager,68130.20999999999,5903.517499999999,7,5,19,2,"Personal Loan, and Home Equity Loan",27,17,11.0,5.0,Standard,1069.66,24.189912585426768,16 Years and 11 Months,Yes,58.2531215874777,__10000__,High_spent_Large_value_payments,651.3702763490695,Standard
0x1991a,CUS_0xb2d2,January,Ryan Vlastelicas,46,199-93-0552,Developer,53979.12,,3,6,20,1,Auto Loan,20,17,11.87,4.0,Standard,543.95,36.26383674098168,18 Years and 3 Months,No,39.35303604581543,57.62029212655518,High_spent_Large_value_payments,622.2526718276295,Standard
0x1fd62,CUS_0xb73,May,Jeffrey Kerrj,37,888-32-1754,Teacher,51433.89,4374.1575,6,8,30,5,"Mortgage Loan, Payday Loan, Student Loan, Auto Loan, and Not Specified",54,16,24.15,8.0,Bad,4322.54,35.323266671728085,2 Years and 11 Months,Yes,137.98287437291208,176.24478388255935,High_spent_Medium_value_payments,373.18809174452866,Standard
0x40ea,CUS_0x9a1,May,,22,729-01-2024,Writer,49598.67,3860.2225,7,5,20,6,"Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, and Personal Loan",40,23,6.56,9.0,Bad,3097.13,29.12757483824515,13 Years and 3 Months,Yes,207.7121517476321,93.02143520480593,High_spent_Large_value_payments,325.28866304756195,Poor
0x1cc38,CUS_0x786e,July,Whitei,31,984-79-1344,Entrepreneur,178053.4,15066.783333333333,0,3,12,4,"Auto Loan, Personal Loan, Not Specified, and Home Equity Loan",0,11,8.36,4.0,Good,218.43,38.07978808045053,20 Years and 2 Months,No,304.990327759835,1299.7710596337904,!@9#%8,171.91694593970783,Good
0x1730,CUS_0x4d43,March,Reijik,48,013-39-0742,_______,20787.69,1999.3075,8,6,14,3,"Home Equity Loan, Credit-Builder Loan, and Home Equity Loan",22,,1.13,3.0,Standard,614.6,22.80214523254044,,No,42.22199265643221,110.17209563183977,Low_spent_Small_value_payments,337.53666171172796,Standard
0x1531f,CUS_0x9c17,February,Turnerd,34,224-39-6786,Entrepreneur,29655.22,2635.268333333333,6,10,31,9,"Student Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Not Specified, Payday Loan, Payday Loan, and Personal Loan",31,16,6.45,14.0,Bad,1367.94,26.133884675156622,11 Years and 9 Months,Yes,172.62843641810815,88.8945153064448,Low_spent_Medium_value_payments,282.00388160878043,Poor
0x14362,CUS_0x7101,May,,45,268-79-6680,Engineer,113238.84,9705.57,1,5,6,2,"Payday Loan, and Debt Consolidation Loan",2,-2,10.99,2.0,_,115.48,23.60342190825385,22 Years and 1 Months,No,163.68255046463509,1312.441314967655,Low_spent_Small_value_payments,,Good
0x17027,CUS_0x14ca,June,Bosellip,29,348-82-9499,Teacher,122028.48,9899.04,2,7,8,3,"Home Equity Loan, Debt Consolidation Loan, and Mortgage Loan",28,8,5.35,4.0,Good,53.04,38.66834414461174,25 Years and 8 Months,No,290.51853718170645,358.9843927873604,High_spent_Medium_value_payments,590.4010700309333,Poor
0x16705,CUS_0x48ef,August,Shanleyf,25,151-74-3175,_______,105829.08,8729.09,3,5,18,4,"Debt Consolidation Loan, Student Loan, Payday Loan, and Payday Loan",16,17,5.65,6.0,Standard,549.99,27.19465313189089,19 Years and 5 Months,No,237.0235891955191,154.28084705529878,High_spent_Large_value_payments,721.6045637491823,Standard
0x1b103,CUS_0x99be,February,Jonathan Spicerd,23,139-01-8203,Lawyer,115247.16_,9744.93,2,5,10,0_,,11,0,0.92,2.0,Good,687.87,27.00693129913635,18 Years and 0 Months,No,0.0,468.7771171356843,Low_spent_Large_value_payments,775.7158828643157,Good
0x2217b,CUS_0x665c,June,Aradhanan,25,624-89-5858,Developer,9115.47,647.6225,10,7,23,9,"Debt Consolidation Loan, Auto Loan, Not Specified, Personal Loan, Personal Loan, Payday Loan, Student Loan, Student Loan, and Debt Consolidation Loan",62,20,20.41,11.0,Bad,2551.74,37.32727055395954,2 Years and 3 Months,Yes,63.322643633736426,16.170973677832674,High_spent_Small_value_payments,245.2686326884309,Standard
0x25135,CUS_0x6671,August,Alistair Barri,17,097-58-4488,Manager,9898.815,781.90125,8,6,16,3,"Mortgage Loan, Debt Consolidation Loan, and Debt Consolidation Loan",58,16,13.1,7.0,Standard,2381.42,29.74802391817691,,Yes,21.362569128893117,56.411767354594915,Low_spent_Small_value_payments,290.41578851651195,Poor
0x246b5,CUS_0x1c79,August,Lashb,45,699-49-5543,Engineer,14283.665,944.3054166666668,6,4,9,4,"Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, and Auto Loan",24,8,7.6,3.0,Standard,1225.88,27.646527468738693,22 Years and 11 Months,No,33.68791294124324,__10000__,High_spent_Medium_value_payments,272.81267498557133,Poor
0x1ed14,CUS_0x77a2,July,Jonathanc,24,909-33-5727,Teacher,25173.4,1829.783333333333,6,6,12,1,Not Specified,12,11,0.56,4.0,Standard,1154.86,26.412656984009917,28 Years and 8 Months,No,12.705492806222894,156.93293705137162,Low_spent_Large_value_payments,283.3399034757388,Good
0x1356d,CUS_0x69df,August,,32,191-88-3581,Scientist,35229.28,,9,6,34,9,"Personal Loan, Payday Loan, Not Specified, Auto Loan, Personal Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, and Not Specified",38,,19.55,17.0,Bad,3517.97,38.67065865411054,13 Years and 2 Months,Yes,165.7731880487546,__10000__,!@9#%8,347.8189364094149,Standard
0xf41c,CUS_0xc3a6,March,ernied,27,660-58-0563,Developer,27647.08,2050.9233333333336,7,6,13,5,"Not Specified, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",16,,14.37,7.0,_,159.63,25.195390219536343,5 Years and 4 Months,Yes,100.74020322259754,255.41367438579826,!@9#%8,138.93845572493754,Standard
0x20cdc,CUS_0xeb9,July,,44,612-56-0876,Doctor,9637.635,663.13625,7,7,28,6,"Payday Loan, Payday Loan, Payday Loan, Home Equity Loan, Payday Loan, and Auto Loan",38,18,7.32,11.0,_,2574.11,32.33741506920229,9 Years and 7 Months,Yes,42.46995944778222,29.56939027829957,Low_spent_Small_value_payments,284.2742752739182,Standard
0x19e0a,CUS_0xa499,May,Aditi Shrivastavad,39,467-18-2266,_______,19200.08,1678.006666666667,3,3,15,4,"Credit-Builder Loan, Personal Loan, Payday Loan, and Auto Loan",8,19,21.49,8.0,Standard,1466.57,26.95976257948589,5 Years and 7 Months,Yes,54.41731056123572,107.35691388456313,High_spent_Small_value_payments,266.02644222086786,Standard
0x1034c,CUS_0x4b41,March,Siddharth Cavalen,47,467-48-3022,Musician,121486.92,,3,5,12,3,"Home Equity Loan, Student Loan, and Student Loan",25,4,8.95,0.0,Good,605.65,33.904608062336095,,No,217.1600114270701,242.70911773841598,High_spent_Small_value_payments,831.621870834514,Poor
0x3bcc,CUS_0xc490,March,Robin Emmottx,41,760-30-1179,Writer,42776.51,3278.709166666667,4,4,3,0,,4,11,1.45,2.0,Good,152.77,37.53499785956723,21 Years and 6 Months,No,0.0,153.39085759247553,Low_spent_Small_value_payments,464.4800590741912,Standard
0x25249,CUS_0x52f1,August,Richard Leongo,34,090-45-4457,Entrepreneur,14925.81,1101.8175,8,6,5,5,"Debt Consolidation Loan, Student Loan, Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",24,11,7.23,8.0,Standard,781.33,27.71019546456433,10 Years and 6 Months,Yes,61.7842816183049,134.23225075051846,Low_spent_Small_value_payments,204.16521763117663,Standard
0x20866,CUS_0xabd5,May,Shalal-Esai,45,403-75-4569,Architect,54346.35000000001,4463.8625,6,7,19,8,"Payday Loan, Payday Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, Auto Loan, and Debt Consolidation Loan",49,23,25.97,14.0,Bad,4775.2,36.171593953685885,12 Years and 5 Months,Yes,332.5636712634186,96.27704911048392,High_spent_Medium_value_payments,267.5455296260975,Standard
0xdc40,CUS_0x16f5,March,Annj,53,138-08-3421,Scientist,119396.91,9949.7425,1,5,7,-100,"Auto Loan, Home Equity Loan, and Payday Loan",14,5,7.51,1.0,Good,484.52,25.832149236726394,29 Years and 6 Months,No,214.0383410927216,584.2925838456141,Low_spent_Medium_value_payments,476.64332506166426,Standard
0x18a63,CUS_0x6e8d,February,Sinead Cruises,36,220-96-8558,Manager,40341.38,3415.7816666666663,6,6,4,3,"Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",6,17,5.79,1.0,Good,1263.68,28.47567387198417,21 Years and 4 Months,No,56.48158411088821,,!@9#%8,459.876263571688,Standard
0x2344f,CUS_0x4d71,February,,27,237-42-4184,Mechanic,96780.03,8267.002499999999,4,1026,2,4,"Mortgage Loan, Mortgage Loan, Payday Loan, and Not Specified",28,4,9.96,,Good,580.52,30.72200857436632,29 Years and 6 Months,No,314.2240793675107,289.6340883059601,High_spent_Medium_value_payments,472.842082326529,Standard
0x1d05f,CUS_0x2f04,February,Nickq,42,093-02-0917,Doctor,38239.44,,0,3,2,1,Student Loan,10,11,8.95,0.0,Good,1156.81,28.33921675293077,22 Years and 6 Months,No,20.20344767930195,213.86116097187215,Low_spent_Small_value_payments,404.4973913488259,Good
0x4d00,CUS_0x4b19,March,Skariachanq,29,354-88-6563,Mechanic,143741.2,12034.433333333334,3,3,18,0,,27,19,18.12,8.0,Standard,1073.37,28.422854409559942,23 Years and 6 Months,Yes,0.0,671.2341599031631,High_spent_Small_value_payments,792.2091734301703,Standard
0xbd74,CUS_0x83e,March,Jini,14,#F%$D@*&8,Teacher,16295.73,1282.9775,10,10,27,4,"Not Specified, Debt Consolidation Loan, Not Specified, and Mortgage Loan",57,14,19.55,10.0,Standard,2216.62,32.51907829836932,,Yes,41.27243974593159,33.336655320800645,High_spent_Small_value_payments,313.6886549332678,Poor
0x1d2ae,CUS_0xbace,May,Michelle Martiny,18,974-09-5386,_______,11755.91,710.6591666666667,7,7,11,0,,28,12,-1.7800000000000002,7.0,Standard,1466.56,33.967393338603145,32 Years and 8 Months,Yes,0.0,59.93225072813696,Low_spent_Large_value_payments,281.1336659385297,Standard
0xd49e,CUS_0x6054,May,Lynnleyg,23,024-19-5485,Developer,19296.24,1669.0200000000002,2,7,2,2,"Mortgage Loan, and Payday Loan",9,4,12.76,4.0,_,826.02,36.56675009428053,19 Years and 11 Months,No,25.32904329733268,,Low_spent_Large_value_payments,289.36711296644773,Good
0x25ce1,CUS_0x1956,August,Shalal-Esay,35,467-02-8044,Doctor,15666.495_,1342.54125,4,7,8,7,"Home Equity Loan, Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Auto Loan, and Home Equity Loan",28,8,12.45,4.0,Standard,284.89,33.58162706457497,18 Years and 2 Months,Yes,75.5226388676993,68.08335315141368,Low_spent_Large_value_payments,260.64813298088706,Standard
0x25ba7,CUS_0xa66c,June,Ernest Scheyderi,24,770-36-8261,Accountant,74349.18,6133.764999999999,0,3,2,2,"Home Equity Loan, and Debt Consolidation Loan",11,-2,1.64,5.0,Good,929.91,26.52299526721724,28 Years and 8 Months,No,66.41709610240999,252.9926264487128,Low_spent_Large_value_payments,563.9667774488771,Good
0x22bef,CUS_0x8608,June,Lu Jianxina,38,072-52-5986,Entrepreneur,169339.88,13931.656666666668,1,6,9,3,"Payday Loan, Not Specified, and Student Loan",13,9,10.22,2.0,Good,1163.93,33.85550331321147,25 Years and 10 Months,No,343.1893536716368,1070.5340246764042,Low_spent_Large_value_payments,249.4422883186257,Standard
0x32b5,CUS_0x7e8b,April,ewich Noelx,15,683-00-7700,Engineer,30118.94,2473.9116666666664,6,6,34,3_,"Payday Loan, Mortgage Loan, and Auto Loan",26,25,4.16,11.0,Bad,1693.64,33.31239125021557,18 Years and 6 Months,Yes,44.81642046832427,20.85547245337197,High_spent_Large_value_payments,421.71927374497045,Poor
0x14815,CUS_0x6f0c,August,Karen Jacobsb,21,417-21-4554,Lawyer,53564.88,4207.74,5,3,13,-100,"Mortgage Loan, and Personal Loan",6,10,19.98,2.0,Standard,1008.31,25.8914314155694,16 Years and 4 Months,Yes,80.56983299422392,185.26229901161187,Low_spent_Medium_value_payments,434.9418679941642,Standard
0x15565,CUS_0xb66d,August,Jennifer Sabao,17,565-85-5504,Writer,29985.2,,5,8,26,3,"Home Equity Loan, Student Loan, and Student Loan",12,20,15.29,14.0,Standard,1793.18,38.409552027586,19 Years and 3 Months,Yes,65.26315553615302,__10000__,Low_spent_Small_value_payments,366.43479242242427,Standard
0x21ee5,CUS_0x7e30,April,Jo Winterbottomo,27,788-76-9513,Musician,112743.08,9463.256666666666,3,6,2,3_,"Not Specified, Personal Loan, and Personal Loan",2,5,4.37,4.0,_,782.51,25.86233278724269,16 Years and 2 Months,No,235.7798989501266,405.7538024260272,Low_spent_Medium_value_payments,584.7919652905127,Poor
0xd20a,CUS_0x2c08,May,Jennifer Abland,30,918-15-6457,Manager,66357.14,5688.761666666666,8,4,8,1,Student Loan,13,13,9.66,2.0,Standard,1414.17,32.50396721301104,19 Years and 11 Months,No,47.08813642232575,316.7005195974437,Low_spent_Small_value_payments,495.0875106468972,Poor
0x2926,CUS_0x9eec,May,Jonathan Stempelz,31,148-15-4934,Mechanic,126849.18,10511.765,2,3,3,0,,13,6,4.04,3.0,Good,518.4,36.863842790511725,,No,0.0,966.9397975056016,Low_spent_Small_value_payments,374.23670249439834,Good
0x549a,CUS_0xabc6,May,,26,588-48-6819,Mechanic,20380.51,1854.375833333333,8,3,20,5,"Debt Consolidation Loan, Student Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",6,15,9.5,12.0,Standard,153.7,28.57702753338254,13 Years and 5 Months,Yes,57.299498128700144,__10000__,Low_spent_Medium_value_payments,271.0104749907451,Standard
0xc44c,CUS_0x71bc,March,Paolai,34,432-65-2200,Engineer,31004.1,2657.675,9,7,24,5,"Personal Loan, Payday Loan, Auto Loan, Debt Consolidation Loan, and Not Specified",22,23,6.15,6.0,_,1617.55,24.76710669223293,8 Years and 0 Months,Yes,77.96875781078215,90.30962310243385,High_spent_Small_value_payments,357.4891190867839,Poor
0xfb82,CUS_0x4862,January,"OBrien""u",18,858-81-2477,Mechanic,59703.75,4787.3125,7,9,17,9,"Student Loan, Personal Loan, Not Specified, Auto Loan, Payday Loan, Personal Loan, Payday Loan, Student Loan, and Not Specified",48,12,29.56,8.0,Bad,4254.78,35.58402755594418,2 Years and 11 Months,NM,410.249479600694,158.07350853397463,High_spent_Medium_value_payments,160.40826186533144,Standard
0x1c776,CUS_0xa39e,January,Nick Brownb,35,822-96-9212,Lawyer,15364.1,1530.341666666667,8,10,20,5,"Personal Loan, Not Specified, Home Equity Loan, Payday Loan, and Payday Loan",41,17,1.57,11.0,Bad,2639.72,30.54889463393868,17 Years and 7 Months,Yes,58.03431777182677,154.98845337084356,Low_spent_Small_value_payments,230.01139552399638,Standard
0x35e6,CUS_0x133f,May,ernie Woodallm,30,630-81-5640,Manager,100914.38999999998,8546.5325,5,5,16,5,"Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Personal Loan",28,9,19.35,4.0,_,1410.49,36.12792448911736,8 Years and 6 Months,Yes,242.9660429948069,63.24091622443564,High_spent_Large_value_payments,788.4462907807574,Standard
0xeacc,CUS_0xa8ed,July,Palmerz,24,899-63-9269,Teacher,74866.6,5964.883333333334,5,4,32,5,"Auto Loan, Credit-Builder Loan, Payday Loan, Payday Loan, and Home Equity Loan",21,13,10.3,10.0,Standard,1798.0,32.75191511104355,8 Years and 1 Months,Yes,277.45804355221475,663.0219807043833,Low_spent_Small_value_payments,,Standard
